,基金代码,拼音缩写,基金简称,基金类型,拼音全称
8025,009829,CCYXZQLGYCYHHA,长城优选增强六个月持有混合A,混合型,CHANGCHENGYOUXUANZENGQIANGLIUGEYUECHIYOUHUNHEA
8026,009830,CCYXZQLGYCYHHC,长城优选增强六个月持有混合C,混合型,CHANGCHENGYOUXUANZENGQIANGLIUGEYUECHIYOUHUNHEC
8027,009831,CCWLCZA,长城稳利纯债A,债券型,CHANGCHENGWENLICHUNZHAIA
8028,009832,CCWLCZC,长城稳利纯债C,债券型,CHANGCHENGWENLICHUNZHAIC
8029,009833,CJHXTB66GYDKZ,创金合信泰博66个月定开债,定开债券,CHUANGJINHEXINTAIBO66GEYUEDINGKAIZHAI
8030,009834,DFHXT66GYDKZ,东方红鑫泰66个月定开债,定开债券,DONGFANGHONGXINTAI66GEYUEDINGKAIZHAI
8031,009835,RTXNYQCZTJXHHC,融通新能源汽车主题精选混合C,混合型,RONGTONGXINNENGYUANQICHEZHUTIJINGXUANHUNHEC
8032,009836,BHHJHY87GYDKZ,渤海汇金汇裕87个月定开债,定开债券,BOHAIHUIJINHUIYU87GEYUEDINGKAIZHAI
8033,009837,HXPRYNDKHHA,华夏磐锐一年定开混合A,混合型,HUAXIAPANRUIYINIANDINGKAIHUNHEA
8034,009838,HXPRYNDKHHC,华夏磐锐一年定开混合C,混合型,HUAXIAPANRUIYINIANDINGKAIHUNHEC
8035,009839,GJHF39GYDKZ,国金惠丰39个月定开债,定开债券,GUOJINHUIFENG39GEYUEDINGKAIZHAI
8036,009840,DCLHJXHHA,东财量化精选混合A,混合型,DONGCAILIANGHUAJINGXUANHUNHEA
8037,009841,DCLHJXHHC,东财量化精选混合C,混合型,DONGCAILIANGHUAJINGXUANHUNHEC
8038,009842,DFHMJYXLNDKHH,东方红明鉴优选两年定开混合,混合型,DONGFANGHONGMINGJIANYOUXUANLIANGNIANDINGKAIHUNHE
8039,009843,ZJTS12GYDKHH,中金泰顺12个月定开混合,混合型,ZHONGJINTAISHUN12GEYUEDINGKAIHUNHE
8040,009844,HTZJFA27GYDKZQA,华泰紫金丰安27个月定开债券A,定开债券,HUATAIZIJINFENGAN27GEYUEDINGKAIZHAIQUANA
8041,009845,HTZJFA27GYDKZQC,华泰紫金丰安27个月定开债券C,定开债券,HUATAIZIJINFENGAN27GEYUEDINGKAIZHAIQUANC
8042,009846,GFGGTYJJZHH,国富港股通远见价值混合,混合型,GUOFUGANGGUTONGYUANJIANJIAZHIHUNHE
8043,009847,YXYFYJJXHHA,圆信永丰研究精选混合A,混合型,YUANXINYONGFENGYANJIUJINGXUANHUNHEA
8044,009848,YXYFYJJXHHC,圆信永丰研究精选混合C,混合型,YUANXINYONGFENGYANJIUJINGXUANHUNHEC
8045,009849,AXWJJSYNCYQHHA,安信稳健聚申一年持有期混合A,混合型,ANXINWENJIANJUSHENYINIANCHIYOUQIHUNHEA
8046,009850,CSSJHHA,长盛盛杰混合A,混合型,CHANGSHENGSHENGJIEHUNHEA
8047,009851,SYJYY42GYDKZQ,上银聚远盈42个月定开债券,定开债券,SHANGYINJUYUANYING42GEYUEDINGKAIZHAIQUAN
8048,009852,YHPZXFGP,银华品质消费股票,股票型,YINHUAPINZHIXIAOFEIGUPIAO
8049,009853,ZJYSQYHHA,中加优势企业混合A,混合型,ZHONGJIAYOUSHIQIYEHUNHEA
8050,009854,ZJYSQYHHC,中加优势企业混合C,混合型,ZHONGJIAYOUSHIQIYEHUNHEC
8051,009855,ZJXXCZHHA,中加新兴成长混合A,混合型,ZHONGJIAXINXINGCHENGZHANGHUNHEA
8052,009856,ZJXXCZHHC,中加新兴成长混合C,混合型,ZHONGJIAXINXINGCHENGZHANGHUNHEC
8053,009857,BSJZZXCYQHHA,博时价值臻选持有期混合A,混合型,BOSHIJIAZHIZHENXUANCHIYOUQIHUNHEA
8054,009858,BSJZZXCYQHHC,博时价值臻选持有期混合C,混合型,BOSHIJIAZHIZHENXUANCHIYOUQIHUNHEC
8055,009859,YHLXHH,银华乐享混合,混合型,YINHUALEXIANGHUNHE
8056,009860,YFDZZYHZSLOFC,易方达中证银行指数(LOF)C,股票指数,YIFANGDAZHONGZHENGYINHANGZHISHULOFC
8057,009861,PHXXCZHHA,鹏华新兴成长混合A,混合型,PENGHUAXINXINGCHENGCHANGHUNHEA
8058,009862,PHXXCZHHC,鹏华新兴成长混合C,混合型,PENGHUAXINXINGCHENGCHANGHUNHEC
8059,009863,FGCXQSGP,富国创新趋势股票,股票型,FUGUOCHUANGXINQUSHIGUPIAO
8060,009864,ZSJQYXGPA,招商景气优选股票A,股票型,ZHAOSHANGJINGQIYOUXUANGUPIAOA
8061,009865,ZSJQYXGPC,招商景气优选股票C,股票型,ZHAOSHANGJINGQIYOUXUANGUPIAOC
8062,009866,YYRN87GYDKZ,永赢瑞宁87个月定开债,定开债券,YONGYINGRUINING87GEYUEDINGKAIZHAI
8063,009867,GYCXJXYNDKHHA,工银创新精选一年定开混合A,混合型,GONGYINCHUANGXINJINGXUANYINIANDINGKAIHUNHEA
8064,009868,GYCXJXYNDKHHC,工银创新精选一年定开混合C,混合型,GONGYINCHUANGXINJINGXUANYINIANDINGKAIHUNHEC
8065,009869,JSCYXFHHA,嘉实产业先锋混合A,混合型,JIASHICHANYEXIANFENGHUNHEA
8066,009870,JSCYXFHHC,嘉实产业先锋混合C,混合型,JIASHICHANYEXIANFENGHUNHEC
8067,009871,JSCCJRSYZQC,景顺长城景瑞收益债券C,债券型,JINGSHUNCHANGCHENGJINGRUISHOUYIZHAIQUANC
8068,009872,ZOZRTZHHA,中欧责任投资混合A,混合型,ZHONGOUZERENTOUZIHUNHEA
8069,009873,ZOZRTZHHC,中欧责任投资混合C,混合型,ZHONGOUZERENTOUZIHUNHEC
8070,009874,JTJRLHGP,九泰久睿量化股票,股票型,JIUTAIJIURUILIANGHUAGUPIAO
8071,009875,THZXSPYLGPA,天弘甄选食品饮料股票A,股票型,TIANHONGZHENXUANSHIPINYINLIAOGUPIAOA
8072,009876,THZXSPYLGPC,天弘甄选食品饮料股票C,股票型,TIANHONGZHENXUANSHIPINYINLIAOGUPIAOC
8073,009877,ZYNHQDGPA,中银内核驱动股票A,股票型,ZHONGYINNEIHEQUDONGGUPIAOA
8074,009878,PADTJJHHA,平安低碳经济混合A,混合型,PINGANDITANJINGJIHUNHEA
8075,009879,PADTJJHHC,平安低碳经济混合C,混合型,PINGANDITANJINGJIHUNHEC
8076,009880,AXCZDLYNCYHH,安信成长动力一年持有混合,混合型,ANXINCHENGZHANGDONGLIYINIANCHIYOUHUNHE
8077,009881,GFZZYLZSLOFC,广发中证医疗指数(LOF)C,股票指数,GUANGFAZHONGZHENGYILIAOZHISHULOFC
8078,009882,HRYDHXDLHHA,华润元大核心动力混合A,混合型,HUARUNYUANDAHEXINDONGLIHUNHEA
8079,009883,HRYDHXDLHHC,华润元大核心动力混合C,混合型,HUARUNYUANDAHEXINDONGLIHUNHEC
8080,009884,MSJYKNPHYLMBSNCYHHFOF,民生加银康宁平衡养老目标三年持有混合(FOF),混合-FOF,MINSHENGJIAYINKANGNINGPINGHENGYANGLAOMUBIAOSANNIANCHIYOUHUNHEFOF
8081,009885,XHJQHYHHA,新华景气行业混合A,混合型,XINHUAJINGQIHANGYEHUNHEA
8082,009886,XHJQHYHHC,新华景气行业混合C,混合型,XINHUAJINGQIHANGYEHUNHEC
8083,009887,GFWJYXLGYCYQHHA,广发稳健优选六个月持有期混合A,混合型,GUANGFAWENJIANYOUXUANLIUGEYUECHIYOUQIHUNHEA
8084,009888,GFWJYXLGYCYQHHC,广发稳健优选六个月持有期混合C,混合型,GUANGFAWENJIANYOUXUANLIUGEYUECHIYOUQIHUNHEC
8085,009889,HRYDRX39GYDKZA,华润元大润禧39个月定开债A,定开债券,HUARUNYUANDARUNXI39GEYUEDINGKAIZHAIA
8086,009890,HRYDRX39GYDKZC,华润元大润禧39个月定开债C,定开债券,HUARUNYUANDARUNXI39GEYUEDINGKAIZHAIC
8087,009891,RTCYQSZXGP,融通产业趋势臻选股票,股票型,RONGTONGCHANYEQUSHIZHENXUANGUPIAO
8088,009892,FGCZCLHH,富国成长策略混合,混合型,FUGUOCHENGZHANGCELUEHUNHE
8089,009893,DMYYAHHH,大摩优悦安和混合,混合型,DAMOYOUYUEANHEHUNHE
8090,009894,QHKYHY39GYDKZQ,前海开源惠盈39个月定开债券,定开债券,QIANHAIKAIYUANHUIYING39GEYUEDINGKAIZHAIQUAN
8091,009895,STMGRS87GYDKZ,上投摩根瑞盛87个月定开债,定开债券,SHANGTOUMOGENRUISHENG87GEYUEDINGKAIZHAI
8092,009896,GFGGTCZJXGPA,广发港股通成长精选股票A,股票型,GUANGFAGANGGUTONGCHENGZHANGJINGXUANGUPIAOA
8093,009897,GFGGTCZJXGPC,广发港股通成长精选股票C,股票型,GUANGFAGANGGUTONGCHENGZHANGJINGXUANGUPIAOC
8094,009898,MSJYYYJKGP,民生加银医药健康股票,股票型,MINSHENGJIAYINYIYAOJIANKANGGUPIAO
8095,009899,SYNXZZGP,上银内需增长股票,股票型,SHANGYINNEIXUZENGZHANGGUPIAO
8096,009900,YFDPGLGYCYQHHA,易方达磐固六个月持有期混合A,混合型,YIFANGDAPANGULIUGEYUECHIYOUQIHUNHEA
8097,009901,YFDPGLGYCYQHHC,易方达磐固六个月持有期混合C,混合型,YIFANGDAPANGULIUGEYUECHIYOUQIHUNHEC
8098,009902,YFDYXYNCYHHA,易方达悦享一年持有混合A,混合型,YIFANGDAYUEXIANGYINIANCHIYOUHUNHEA
8099,009903,YFDYXYNCYHHC,易方达悦享一年持有混合C,混合型,YIFANGDAYUEXIANGYINIANCHIYOUHUNHEC
8100,009904,MSJYZZ200ZSZQA,民生加银中证200指数增强A,股票指数,MINSHENGJIAYINZHONGZHENG200ZHISHUZENGQIANGA
8101,009905,MSJYZZ200ZSZQC,民生加银中证200指数增强C,股票指数,MINSHENGJIAYINZHONGZHENG200ZHISHUZENGQIANGC
8102,009906,NDAR39GYDK,诺德安瑞39个月定开,定开债券,NUODEANRUI39GEYUEDINGKAI
8103,009907,XCCZLHPZHHA,湘财长泽灵活配置混合A,混合型,XIANGCAICHANGZELINGHUOPEIZHIHUNHEA
8104,009908,XCCZLHPZHHC,湘财长泽灵活配置混合C,混合型,XIANGCAICHANGZELINGHUOPEIZHIHUNHEC
8105,009909,JSDLXFHHA,嘉实动力先锋混合A,混合型,JIASHIDONGLIXIANFENGHUNHEA
8106,009910,JSDLXFHHC,嘉实动力先锋混合C,混合型,JIASHIDONGLIXIANFENGHUNHEC
8107,009911,CXJZLCLNDKC,长信价值蓝筹两年定开C,混合型,CHANGXINJIAZHILANCHOULIANGNIANDINGKAIC
8108,009912,JTTFGGHHC,九泰天富改革混合C,混合型,JIUTAITIANFUGAIGEHUNHEC
8109,009913,ZXBCCZDL,中信保诚成长动力,混合型,ZHONGXINBAOCHENGCHENGZHANGDONGLI
8110,009914,FGCZDLHH,富国成长动力混合,混合型,FUGUOCHENGZHANGDONGLIHUNHE
8111,009916,GLHLZQZQA,格林泓利增强债券A,债券型,GELINHONGLIZENGQIANGZHAIQUANA
8112,009917,GLHLZQZQC,格林泓利增强债券C,债券型,GELINHONGLIZENGQIANGZHAIQUANC
8113,009918,SYHXCZHHA,上银核心成长混合A,混合型,SHANGYINHEXINCHENGZHANGHUNHEA
8114,009919,SYHXCZHHC,上银核心成长混合C,混合型,SHANGYINHEXINCHENGZHANGHUNHEC
8115,009920,PHNNHYNCYQZQA,鹏华年年红一年持有期债券A,债券型,PENGHUANIANNIANHONGYINIANCHIYOUQIZHAIQUANA
8116,009921,PHNNHYNCYQZQC,鹏华年年红一年持有期债券C,债券型,PENGHUANIANNIANHONGYINIANCHIYOUQIZHAIQUANC
8117,009922,HXDFZQA,华夏鼎富债券A,债券型,HUAXIADINGFUZHAIQUANA
8118,009923,HXDFZQC,华夏鼎富债券C,债券型,HUAXIADINGFUZHAIQUANC
8119,009924,ZYZZ15NGKZZS,中银中债1-5年国开债指数,债券指数,ZHONGYINZHONGZHAI15NIANGUOKAIZHAIZHISHU
8120,009925,BSHL6GYCYQZQA,博时恒利6个月持有期债券A,债券型,BOSHIHENGLI6GEYUECHIYOUQIZHAIQUANA
8121,009926,BSHL6GYCYQZQC,博时恒利6个月持有期债券C,债券型,BOSHIHENGLI6GEYUECHIYOUQIZHAIQUANC
8122,009927,GYJL18GYDKHHA,工银聚利18个月定开混合A,混合型,GONGYINJULI18GEYUEDINGKAIHUNHEA
8123,009928,GYJL18GYDKHHC,工银聚利18个月定开混合C,混合型,GONGYINJULI18GEYUEDINGKAIHUNHEC
8124,009929,NFCXQDHHA,南方创新驱动混合A,混合型,NANFANGCHUANGXINQUDONGHUNHEA
8125,009930,NFCXQDHHC,南方创新驱动混合C,混合型,NANFANGCHUANGXINQUDONGHUNHEC
8126,009931,CHXXYNCYQHHA,淳厚欣享一年持有期混合A,混合型,CHUNHOUXINXIANGYINIANCHIYOUQIHUNHEA
8127,009932,YYWJZZYNCYHHA,永赢稳健增长一年持有混合A,混合型,YONGYINGWENJIANZENGZHANGYINIANCHIYOUHUNHEA
8128,009933,PYASPH66GYDKZA,浦银安盛普华66个月定开债A,定开债券,PUYINANSHENGPUHUA66GEYUEDINGKAIZHAIA
8129,009934,PYASPH66GYDKZC,浦银安盛普华66个月定开债C,定开债券,PUYINANSHENGPUHUA66GEYUEDINGKAIZHAIC
8130,009935,YHCJJJDZTZQA,银华长江经济带主题债券A,债券型,YINHUACHANGJIANGJINGJIDAIZHUTIZHAIQUANA
8131,009936,YHCJJJDZTZQC,银华长江经济带主题债券C,债券型,YINHUACHANGJIANGJINGJIDAIZHUTIZHAIQUANC
8132,009937,DFXYYNCYQHHA,东方欣益一年持有期混合A,混合型,DONGFANGXINYIYINIANCHIYOUQIHUNHEA
8133,009938,DFXYYNCYQHHC,东方欣益一年持有期混合C,混合型,DONGFANGXINYIYINIANCHIYOUQIHUNHEC
8134,009939,CHXXYNCYQHHC,淳厚欣享一年持有期混合C,混合型,CHUNHOUXINXIANGYINIANCHIYOUQIHUNHEC
8135,009940,GLWJJZHHA,格林稳健价值混合A,混合型,GELINWENJIANJIAZHIHUNHEA
8136,009941,GLWJJZHHC,格林稳健价值混合C,混合型,GELINWENJIANJIAZHIHUNHEC
8137,009942,CTZGHYZDZZQE,财通资管鸿益中短债债券E,债券型,CAITONGZIGUANHONGYIZHONGDUANZHAIZHAIQUANE
8138,009943,PYASWJFLZQA,浦银安盛稳健丰利债券A,债券型,PUYINANSHENGWENJIANFENGLIZHAIQUANA
8139,009944,PYASWJFLZQC,浦银安盛稳健丰利债券C,债券型,PUYINANSHENGWENJIANFENGLIZHAIQUANC
8140,009947,HBBHZQ,华宝宝泓债券,债券型,HUABAOBAOHONGZHAIQUAN
8141,009950,CTZGJHJZYNCYQHH,财通资管均衡价值一年持有期混合,混合型,CAITONGZIGUANJUNHENGJIAZHIYINIANCHIYOUQIHUNHE
8142,009951,GFWJHBHHA,广发稳健回报混合A,混合型,GUANGFAWENJIANHUIBAOHUNHEA
8143,009952,GFWJHBHHC,广发稳健回报混合C,混合型,GUANGFAWENJIANHUIBAOHUNHEC
8144,009953,HTBRJQZQ,华泰柏瑞锦乾债券,债券型,HUATAIBAIRUIJINQIANZHAIQUAN
8145,009954,BXRFYXCZ,北信瑞丰优选成长,股票型,BEIXINRUIFENGYOUXUANCHENGZHANG
8146,009955,GFXYHHC,广发鑫裕混合C,混合型,GUANGFAXINYUHUNHEC
8147,009956,GFHYHHA,广发恒誉混合A,混合型,GUANGFAHENGYUHUNHEA
8148,009957,GFHYHHC,广发恒誉混合C,混合型,GUANGFAHENGYUHUNHEC
8149,009958,CAXYXFHHA,长安鑫悦消费混合A,混合型,CHANGANXINYUEXIAOFEIHUNHEA
8150,009959,CAXYXFHHC,长安鑫悦消费混合C,混合型,CHANGANXINYUEXIAOFEIHUNHEC
8151,009960,YHDYJYHH,银华多元机遇混合,混合型,YINHUADUOYUANJIYUHUNHE
8152,009967,BSRTHH,博时荣泰混合,混合型,BOSHIRONGTAIHUNHE
8153,009968,JYNXCZHHA,金鹰内需成长混合A,混合型,JINYINGNEIXUCHENGZHANGHUNHEA
8154,009969,JYNXCZHHC,金鹰内需成长混合C,混合型,JINYINGNEIXUCHENGZHANGHUNHEC
8155,009970,CTNXZZ12GYDKHH,财通内需增长12个月定开混合,混合型,CAITONGNEIXUZENGZHANG12GEYUEDINGKAIHUNHE
8156,009975,HBBPMGXFRMBC,华宝标普美国消费人民币C,QDII-指数,HUABAOBIAOPUMEIGUOXIAOFEIRENMINBIC
8157,009976,DFJZTHBB,东方金证通货币B,货币型,DONGFANGJINZHENGTONGHUOBIB
8158,009977,YHZLYNCYQHHA,银华招利一年持有期混合A,混合型,YINHUAZHAOLIYINIANCHIYOUQIHUNHEA
8159,009978,YHZLYNCYQHHC,银华招利一年持有期混合C,混合型,YINHUAZHAOLIYINIANCHIYOUQIHUNHEC
8160,009979,XHAXHR88GYDKZA,新华安享惠融88个月定开债A,定开债券,XINHUAANXIANGHUIRONG88GEYUEDINGKAIZHAIA
8161,009980,XHAXHR88GYDKZC,新华安享惠融88个月定开债C,定开债券,XINHUAANXIANGHUIRONG88GEYUEDINGKAIZHAIC
8162,009981,WJCYBZSZQA,万家创业板指数增强A,股票指数,WANJIACHUANGYEBANZHISHUZENGQIANGA
8163,009982,WJCYBZSZQC,万家创业板指数增强C,股票指数,WANJIACHUANGYEBANZHISHUZENGQIANGC
8164,009983,YYGGTPZSHHXHH,永赢港股通品质生活慧选混合,混合型,YONGYINGGANGGUTONGPINZHISHENGHUOHUIXUANHUNHE
8165,009984,PHQHLNFBYZHH,鹏华启航两年封闭运作混合,混合型,PENGHUAQIHANGLIANGNIANFENGBIYUNZUOHUNHE
8166,009985,YYXLZGDJDZE,永赢迅利中高等级短债E,债券型,YONGYINGXUNLIZHONGGAODENGJIDUANZHAIE
8167,009986,THCXLHA,天弘创新领航A,混合型,TIANHONGCHUANGXINLINGHANGA
8168,009987,THCXLHC,天弘创新领航C,混合型,TIANHONGCHUANGXINLINGHANGC
8169,009988,XDAYLCJXGP,信达澳银蓝筹精选股票,股票型,XINDAAOYINLANCHOUJINGXUANGUPIAO
8170,009989,HBYJJXHH,华宝研究精选混合,混合型,HUABAOYANJIUJINGXUANHUNHE
8171,009990,HTBRPZYXA,华泰柏瑞品质优选A,混合型,HUATAIBAIRUIPINZHIYOUXUANA
8172,009991,HTBRPZYXC,华泰柏瑞品质优选C,混合型,HUATAIBAIRUIPINZHIYOUXUANC
8173,009992,JSCCLHCZYHHH,景顺长城量化成长演化混合,混合型,JINGSHUNCHANGCHENGLIANGHUACHENGZHANGYANHUAHUNHE
8174,009993,JSQYCXHH,嘉实前沿创新混合,混合型,JIASHIQIANYANCHUANGXINHUNHE
8175,009994,JSCXXFHHA,嘉实创新先锋混合A,混合型,JIASHICHUANGXINXIANFENGHUNHEA
8176,009995,JSCXXFHHC,嘉实创新先锋混合C,混合型,JIASHICHUANGXINXIANFENGHUNHEC
8177,009998,STMGHJLNCYQ,上投摩根慧见两年持有期,混合型,SHANGTOUMOGENHUIJIANLIANGNIANCHIYOUQI
8178,009999,DFZGHLHH,东方中国红利混合,混合型,DONGFANGZHONGGUOHONGLIHUNHE
8179,010000,CCZGZZLHPZHHC,长城中国智造灵活配置混合C,混合型,CHANGCHENGZHONGGUOZHIZAOLINGHUOPEIZHIHUNHEC
8180,010001,CJHXYJJXGPA,创金合信研究精选股票A,股票型,CHUANGJINHEXINYANJIUJINGXUANGUPIAOA
8181,010002,CJHXYJJXGPC,创金合信研究精选股票C,股票型,CHUANGJINHEXINYANJIUJINGXUANGUPIAOC
8182,010003,JSCCDZXXCYGPA,景顺长城电子信息产业股票A,股票型,JINGSHUNCHANGCHENGDIANZIXINXICHANYEGUPIAOA
8183,010004,JSCCDZXXCYGPC,景顺长城电子信息产业股票C,股票型,JINGSHUNCHANGCHENGDIANZIXINXICHANYEGUPIAOC
8184,010005,PYXJTLHBE,鹏扬现金通利货币E,货币型,PENGYANGXIANJINTONGLIHUOBIE
8185,010006,NFYDYNCYQHHA,南方誉鼎一年持有期混合A,混合型,NANFANGYUDINGYINIANCHIYOUQIHUNHEA
8186,010007,NFYDYNCYQHHC,南方誉鼎一年持有期混合C,混合型,NANFANGYUDINGYINIANCHIYOUQIHUNHEC
8187,010008,ZRCZYXHHA,中融成长优选混合A,混合型,ZHONGRONGCHENGZHANGYOUXUANHUNHEA
8188,010009,ZRCZYXHHC,中融成长优选混合C,混合型,ZHONGRONGCHENGZHANGYOUXUANHUNHEC
8189,010010,GTRYGGT6GYDKGP,国投瑞银港股通6个月定开股票,股票型,GUOTOURUIYINGANGGUTONG6GEYUEDINGKAIGUPIAO
8190,010011,JSJYZL6GYCYQZQA,景顺景颐招利6个月持有期债券A,债券型,JINGSHUNJINGYIZHAOLI6GEYUECHIYOUQIZHAIQUANA
8191,010012,JSJYZL6GYCYQZQC,景顺景颐招利6个月持有期债券C,债券型,JINGSHUNJINGYIZHAOLI6GEYUECHIYOUQIZHAIQUANC
8192,010013,YFDXXHYJXGP,易方达信息行业精选股票,股票型,YIFANGDAXINXIHANGYEJINGXUANGUPIAO
8193,010014,HXDQZQA,华夏鼎清债券A,债券型,HUAXIADINGQINGZHAIQUANA
8194,010015,HXDQZQC,华夏鼎清债券C,债券型,HUAXIADINGQINGZHAIQUANC
8195,010016,HXKJQY6GYDKHHA,华夏科技前沿6个月定开混合A,混合型,HUAXIAKEJIQIANYAN6GEYUEDINGKAIHUNHEA
8196,010017,HXKJQY6GYDKHHC,华夏科技前沿6个月定开混合C,混合型,HUAXIAKEJIQIANYAN6GEYUEDINGKAIHUNHEC
8197,010018,ZSRZYNCYQHHA,招商瑞泽一年持有期混合A,混合型,ZHAOSHANGRUIZEYINIANCHIYOUQIHUNHEA
8198,010019,ZSRZYNCYQHHC,招商瑞泽一年持有期混合C,混合型,ZHAOSHANGRUIZEYINIANCHIYOUQIHUNHEC
8199,010020,HXXSJJZTJXHH,华夏线上经济主题精选混合,混合型,HUAXIAXIANSHANGJINGJIZHUTIJINGXUANHUNHE
8200,010021,GFYQJXHHC,广发优企精选混合C,混合型,GUANGFAYOUQIJINGXUANHUNHEC
8201,010022,GFXFPJXHHC,广发消费品精选混合C,混合型,GUANGFAXIAOFEIPINJINGXUANHUNHEC
8202,010023,GFZZYJXHHC,广发制造业精选混合C,混合型,GUANGFAZHIZAOYEJINGXUANHUNHEC
8203,010024,GFHGSXQDGPC,广发沪港深新起点股票C,股票型,GUANGFAHUGANGSHENXINQIDIANGUPIAOC
8204,010025,GFJFHHC,广发聚丰混合C,混合型,GUANGFAJUFENGHUNHEC
8205,010026,GFJRHHC,广发聚瑞混合C,混合型,GUANGFAJURUIHUNHEC
8206,010027,JSCCHXZJYNCYHH,景顺长城核心中景一年持有混合,混合型,JINGSHUNCHANGCHENGHEXINZHONGJINGYINIANCHIYOUHUNHE
8207,010028,HTBRCXSJHHC,华泰柏瑞创新升级混合C,混合型,HUATAIBAIRUICHUANGXINSHENGJIHUNHEC
8208,010029,FGWJHB12GYCYQHHA,富国稳进回报12个月持有期混合A,混合型,FUGUOWENJINHUIBAO12GEYUECHIYOUQIHUNHEA
8209,010030,FGWJHB12GYCYQHHC,富国稳进回报12个月持有期混合C,混合型,FUGUOWENJINHUIBAO12GEYUECHIYOUQIHUNHEC
8210,010031,HTBRSWYYHHC,华泰柏瑞生物医药混合C,混合型,HUATAIBAIRUISHENGWUYIYAOHUNHEC
8211,010032,HTBRXXCYHHC,华泰柏瑞新兴产业混合C,混合型,HUATAIBAIRUIXINXINGCHANYEHUNHEC
8212,010033,AXCZJXHHA,安信成长精选混合A,混合型,ANXINCHENGZHANGJINGXUANHUNHEA
8213,010034,AXCZJXHHC,安信成长精选混合C,混合型,ANXINCHENGZHANGJINGXUANHUNHEC
8214,010035,PAGDJZE,平安高等级债E,债券型,PINGANGAODENGJIZHAIE
8215,010036,GFHTLGYCYQHHA,广发恒通六个月持有期混合A,混合型,GUANGFAHENGTONGLIUGEYUECHIYOUQIHUNHEA
8216,010037,HTBRJZZZHHC,华泰柏瑞价值增长混合C,混合型,HUATAIBAIRUIJIAZHIZENGZHANGHUNHEC
8217,010038,GFHTLGYCYQHHC,广发恒通六个月持有期混合C,混合型,GUANGFAHENGTONGLIUGEYUECHIYOUQIHUNHEC
8218,010041,JSGGYSHHA,嘉实港股优势混合A,混合型,JIASHIGANGGUYOUSHIHUNHEA
8219,010042,JSGGYSHHC,嘉实港股优势混合C,混合型,JIASHIGANGGUYOUSHIHUNHEC
8220,010043,THAKYHHHA,天弘安康颐和混合A,混合型,TIANHONGANKANGYIHEHUNHEA
8221,010044,THAKYHHHC,天弘安康颐和混合C,混合型,TIANHONGANKANGYIHEHUNHEC
8222,010045,HTFWJTYYNCYHH,汇添富稳健添盈一年持有混合,混合型,HUITIANFUWENJIANTIANYINGYINIANCHIYOUHUNHE
8223,010046,BSJFAYNCYHHFOFA,博时金福安一年持有混合(FOF)A,混合-FOF,BOSHIJINFUANYINIANCHIYOUHUNHEFOFA
8224,010047,BSJFAYNCYHHFOFC,博时金福安一年持有混合(FOF)C,混合-FOF,BOSHIJINFUANYINIANCHIYOUHUNHEFOFC
8225,010048,PADZI,平安短债I,债券型,PINGANDUANZHAII
8226,010049,CCCZXFHHA,长城成长先锋混合A,混合型,CHANGCHENGCHENGZHANGXIANFENGHUNHEA
8227,010050,CCCZXFHHC,长城成长先锋混合C,混合型,CHANGCHENGCHENGZHANGXIANFENGHUNHEC
8228,010051,CCGZBHBC,长城工资宝货币C,货币型,CHANGCHENGGONGZIBAOHUOBIC
8229,010053,AXJLZQZQB,安信聚利增强债券B,债券型,ANXINJULIZENGQIANGZHAIQUANB
8230,010054,WJJKCYHHA,万家健康产业混合A,混合型,WANJIAJIANKANGCHANYEHUNHEA
8231,010055,WJJKCYHHC,万家健康产业混合C,混合型,WANJIAJIANKANGCHANYEHUNHEC
8232,010056,PARXYNDKHHA,平安瑞兴一年定开混合A,混合型,PINGANRUIXINGYINIANDINGKAIHUNHEA
8233,010057,PARXYNDKHHC,平安瑞兴一年定开混合C,混合型,PINGANRUIXINGYINIANDINGKAIHUNHEC
8234,010058,THRCYNCYQHH,天弘荣创一年持有期混合,混合型,TIANHONGRONGCHUANGYINIANCHIYOUQIHUNHE
8235,010059,DFHDY3GYDKHH,东方红鼎元3个月定开混合,混合型,DONGFANGHONGDINGYUAN3GEYUEDINGKAIHUNHE
8236,010060,HTBRJLHHA,华泰柏瑞景利混合A,混合型,HUATAIBAIRUIJINGLIHUNHEA
8237,010061,HTBRJLHHC,华泰柏瑞景利混合C,混合型,HUATAIBAIRUIJINGLIHUNHEC
8238,010062,NFHYJXYNHHA,南方行业精选一年混合A,混合型,NANFANGHANGYEJINGXUANYINIANHUNHEA
8239,010063,NFHYJXYNHHC,南方行业精选一年混合C,混合型,NANFANGHANGYEJINGXUANYINIANHUNHEC
8240,010064,YXYFXYA,圆信永丰兴研A,混合型,YUANXINYONGFENGXINGYANA
8241,010065,YXYFXYC,圆信永丰兴研C,混合型,YUANXINYONGFENGXINGYANC
8242,010066,FZFBZZ500ZSZQA,方正富邦中证500指数增强A,股票指数,FANGZHENGFUBANGZHONGZHENG500ZHISHUZENGQIANGA
8243,010067,FZFBZZ500ZSZQC,方正富邦中证500指数增强C,股票指数,FANGZHENGFUBANGZHONGZHENG500ZHISHUZENGQIANGC
8244,010068,GYSYZQA,工银双盈债券A,债券型,GONGYINSHUANGYINGZHAIQUANA
8245,010069,GYSYZQC,工银双盈债券C,债券型,GONGYINSHUANGYINGZHAIQUANC
