,基金代码,拼音缩写,基金简称,基金类型,拼音全称
10070,012205,ZYTLZQC,中银通利债券C,债券型,ZHONGYINTONGLIZHAIQUANC
10071,012206,ZTHS300LHYXZQA,中泰沪深300量化优选增强A,股票指数,ZHONGTAIHUSHEN300LIANGHUAYOUXUANZENGQIANGA
10072,012207,ZTHS300LHYXZQC,中泰沪深300量化优选增强C,股票指数,ZHONGTAIHUSHEN300LIANGHUAYOUXUANZENGQIANGC
10073,012208,HXGGQYJJHHQDIIA,华夏港股前沿经济混合(QDII)A,QDII,HUAXIAGANGGUQIANYANJINGJIHUNHEQDIIA
10074,012209,HXGGQYJJHHQDIIC,华夏港股前沿经济混合(QDII)C,QDII,HUAXIAGANGGUQIANYANJINGJIHUNHEQDIIC
10075,012210,SWLXZNQCGPA,申万菱信智能汽车股票A,股票型,SHENWANLINGXINZHINENGQICHEGUPIAOA
10076,012211,SWLXZNQCGPC,申万菱信智能汽车股票C,股票型,SHENWANLINGXINZHINENGQICHEGUPIAOC
10077,012216,HTHTSLHHA,红塔红土盛利混合A,混合型,HONGTAHONGTUSHENGLIHUNHEA
10078,012217,HTHTSLHHC,红塔红土盛利混合C,混合型,HONGTAHONGTUSHENGLIHUNHEC
10079,012218,BSLXHHA,博时乐享混合A,混合型,BOSHILEXIANGHUNHEA
10080,012219,BSLXHHC,博时乐享混合C,混合型,BOSHILEXIANGHUNHEC
10081,012220,NFATHHC,南方安泰混合C,混合型,NANFANGANTAIHUNHEC
10082,012221,RDHYLDHHA,瑞达行业轮动混合A,混合型,RUIDAHANGYELUNDONGHUNHEA
10083,012222,RDHYLDHHC,瑞达行业轮动混合C,混合型,RUIDAHANGYELUNDONGHUNHEC
10084,012225,JSYSJXHHA,嘉实优势精选混合A,混合型,JIASHIYOUSHIJINGXUANHUNHEA
10085,012226,JSYSJXHHC,嘉实优势精选混合C,混合型,JIASHIYOUSHIJINGXUANHUNHEC
10086,012227,JSCCGGTQQJZLA,景顺长城港股通全球竞争力A,混合型,JINGSHUNCHANGCHENGGANGGUTONGQUANQIUJINGZHENGLIA
10087,012228,JSCCGGTQQJZLC,景顺长城港股通全球竞争力C,混合型,JINGSHUNCHANGCHENGGANGGUTONGQUANQIUJINGZHENGLIC
10088,012229,HAZX90TGDDZA,华安众鑫90天滚动短债A,债券型,HUAANZHONGXIN90TIANGUNDONGDUANZHAIA
10089,012230,HAZX90TGDDZC,华安众鑫90天滚动短债C,债券型,HUAANZHONGXIN90TIANGUNDONGDUANZHAIC
10090,012233,ZSAYZQC,招商安盈债券C,债券型,ZHAOSHANGANYINGZHAIQUANC
10091,012236,ZYCXZZHHC,中银持续增长混合C,混合型,ZHONGYINCHIXUZENGZHANGHUNHEC
10092,012237,GYXJZLHPZHHC,工银新价值灵活配置混合C,混合型,GONGYINXINJIAZHILINGHUOPEIZHIHUNHEC
10093,012238,GYYLCYGPC,工银养老产业股票C,股票型,GONGYINYANGLAOCHANYEGUPIAOC
10094,012239,HSYSQYYNCYQHH,惠升优势企业一年持有期混合,混合型,HUISHENGYOUSHIQIYEYINIANCHIYOUQIHUNHE
10095,012241,GYLHCLHHC,工银量化策略混合C,混合型,GONGYINLIANGHUACELUEHUNHEC
10096,012243,DFHNXZZHHB,东方红内需增长混合B,混合型,DONGFANGHONGNEIXUZENGZHANGHUNHEB
10097,012244,GFJRDCJXGPA,广发金融地产精选股票A,股票型,GUANGFAJINRONGDICHANJINGXUANGUPIAOA
10098,012245,GFJRDCJXGPC,广发金融地产精选股票C,股票型,GUANGFAJINRONGDICHANJINGXUANGUPIAOC
10099,012246,BSYYX30TCYQDZA,博时月月享30天持有期短债A,债券型,BOSHIYUEYUEXIANG30TIANCHIYOUQIDUANZHAIA
10100,012247,BSYYX30TCYQDZC,博时月月享30天持有期短债C,债券型,BOSHIYUEYUEXIANG30TIANCHIYOUQIDUANZHAIC
10101,012252,AXHY18GYCYHH,安信宏盈18个月持有混合,混合型,ANXINHONGYING18GEYUECHIYOUHUNHE
10102,012253,PYJRYNCYHHA,鹏扬景润一年持有混合A,混合型,PENGYANGJINGRUNYINIANCHIYOUHUNHEA
10103,012254,PYJRYNCYHHC,鹏扬景润一年持有混合C,混合型,PENGYANGJINGRUNYINIANCHIYOUHUNHEC
10104,012255,FGGZLHH,富国高质量混合,混合型,FUGUOGAOZHILIANGHUNHE
10105,012260,GFRMYZQYHHA,广发睿明优质企业混合A,混合型,GUANGFARUIMINGYOUZHIQIYEHUNHEA
10106,012261,GFRMYZQYHHC,广发睿明优质企业混合C,混合型,GUANGFARUIMINGYOUZHIQIYEHUNHEC
10107,012264,ZYYJJXLHPZHHC,中银研究精选灵活配置混合C,混合型,ZHONGYINYANJIUJINGXUANLINGHUOPEIZHIHUNHEC
10108,012265,THAY30TGDCYDZ,天弘安怡30天滚动持有短债,债券型,TIANHONGANYI30TIANGUNDONGCHIYOUDUANZHAI
10109,012266,ZTWGZZG12ZGDZA,中泰稳固周周购12周滚动债A,债券型,ZHONGTAIWENGUZHOUZHOUGOU12ZHOUGUNDONGZHAIA
10110,012267,ZTWGZZG12ZGDZC,中泰稳固周周购12周滚动债C,债券型,ZHONGTAIWENGUZHOUZHOUGOU12ZHOUGUNDONGZHAIC
10111,012268,ZSZDXWJHHFQSA,浙商智多享稳健混合发起式A,混合型,ZHESHANGZHIDUOXIANGWENJIANHUNHEFAQISHIA
10112,012269,ZSZDXWJHHFQSC,浙商智多享稳健混合发起式C,混合型,ZHESHANGZHIDUOXIANGWENJIANHUNHEFAQISHIC
10113,012273,FGHXJRZSGYDKZA,富国汇鑫金融债三个月定开债A,定开债券,FUGUOHUIXINJINRONGZHAISANGEYUEDINGKAIZHAIA
10114,012274,FGHXJRZSGYDKZC,富国汇鑫金融债三个月定开债C,定开债券,FUGUOHUIXINJINRONGZHAISANGEYUEDINGKAIZHAIC
10115,012275,FGZZHGS500ETFLJA,富国中证沪港深500ETF联接A,联接基金,FUGUOZHONGZHENGHUGANGSHEN500ETFLIANJIEA
10116,012276,FGZZHGS500ETFLJC,富国中证沪港深500ETF联接C,联接基金,FUGUOZHONGZHENGHUGANGSHEN500ETFLIANJIEC
10117,012277,GTJYHHA,国泰佳益混合A,混合型,GUOTAIJIAYIHUNHEA
10118,012278,GTJYHHC,国泰佳益混合C,混合型,GUOTAIJIAYIHUNHEC
10119,012279,JSWH6GYCYCZA,嘉实稳和6个月持有纯债A,债券型,JIASHIWENHE6GEYUECHIYOUCHUNZHAIA
10120,012280,JSWH6GYCYCZC,嘉实稳和6个月持有纯债C,债券型,JIASHIWENHE6GEYUECHIYOUCHUNZHAIC
10121,012281,ZOJYWJYNCYHH,中欧精益稳健一年持有混合,混合型,ZHONGOUJINGYIWENJIANYINIANCHIYOUHUNHE
10122,012282,ZORZJXYNHHFOF,中欧睿智精选一年混合(FOF),混合-FOF,ZHONGOURUIZHIJINGXUANYINIANHUNHEFOF
10123,012283,JXPZYLMBRQ2040SNCYQHHFOF,建信普泽养老目标日期2040三年持有期混合(FOF),混合-FOF,JIANXINPUZEYANGLAOMUBIAORIQI2040SANNIANCHIYOUQIHUNHEFOF
10124,012284,GDJKYJHH,光大健康优加混合,混合型,GUANGDAJIANKANGYOUJIAHUNHE
10125,012285,ZSWYDZ30TCYZA,招商稳裕短债30天持有债A,债券型,ZHAOSHANGWENYUDUANZHAI30TIANCHIYOUZHAIA
10126,012286,ZSWYDZ30TCYZC,招商稳裕短债30天持有债C,债券型,ZHAOSHANGWENYUDUANZHAI30TIANCHIYOUZHAIC
10127,012290,ZRHYCZZQA,中融恒益纯债债券A,债券型,ZHONGRONGHENGYICHUNZHAIZHAIQUANA
10128,012291,ZRHYCZZQC,中融恒益纯债债券C,债券型,ZHONGRONGHENGYICHUNZHAIZHAIQUANC
10129,012295,HAJHJRZ3GYDKZFQS,华安锦灏金融债3个月定开债发起式,定开债券,HUAANJINHAOJINRONGZHAI3GEYUEDINGKAIZHAIFAQISHI
10130,012296,YHXYYNDKZQ,银河兴益一年定开债券,定开债券,YINHEXINGYIYINIANDINGKAIZHAIQUAN
10131,012297,DXCRLHHHA,东兴宸瑞量化混合A,混合型,DONGXINGCHENRUILIANGHUAHUNHEA
10132,012298,DXCRLHHHC,东兴宸瑞量化混合C,混合型,DONGXINGCHENRUILIANGHUAHUNHEC
10133,012302,PYASXFHHA,浦银安盛鑫福混合A,混合型,PUYINANSHENGXINFUHUNHEA
10134,012303,PYASXFHHC,浦银安盛鑫福混合C,混合型,PUYINANSHENGXINFUHUNHEC
10135,012314,NFHYLXHH,南方行业领先混合,混合型,NANFANGHANGYELINGXIANHUNHE
10136,012315,CJHXGGTCZGPA,创金合信港股通成长股票A,股票型,CHUANGJINHEXINGANGGUTONGCHENGZHANGGUPIAOA
10137,012316,CJHXGGTCZGPC,创金合信港股通成长股票C,股票型,CHUANGJINHEXINGANGGUTONGCHENGZHANGGUPIAOC
10138,012317,CJHXJXZQA,创金合信聚鑫债券A,债券型,CHUANGJINHEXINJUXINZHAIQUANA
10139,012318,CJHXJXZQC,创金合信聚鑫债券C,债券型,CHUANGJINHEXINJUXINZHAIQUANC
10140,012323,HBYLETFLJC,华宝医疗ETF联接C,联接基金,HUABAOYILIAOETFLIANJIEC
10141,012324,XZQQHH30TCYCDZA,兴证全球恒惠30天持有超短债A,债券型,XINGZHENGQUANQIUHENGHUI30TIANCHIYOUCHAODUANZHAIA
10142,012325,XZQQHH30TCYCDZC,兴证全球恒惠30天持有超短债C,债券型,XINGZHENGQUANQIUHENGHUI30TIANCHIYOUCHAODUANZHAIC
10143,012326,THZZYLSBYFWA,天弘中证医疗设备与服务A,股票指数,TIANHONGZHONGZHENGYILIAOSHEBEIYUFUWUA
10144,012327,THZZYLSBYFWC,天弘中证医疗设备与服务C,股票指数,TIANHONGZHONGZHENGYILIAOSHEBEIYUFUWUC
10145,012330,GFJY9GYCYQZQA,广发集优9个月持有期债券A,债券型,GUANGFAJIYOU9GEYUECHIYOUQIZHAIQUANA
10146,012331,GFJY9GYCYQZQC,广发集优9个月持有期债券C,债券型,GUANGFAJIYOU9GEYUECHIYOUQIZHAIQUANC
10147,012332,SYXSWJHB6GYCYQHHA,上银鑫尚稳健回报6个月持有期混合A,混合型,SHANGYINXINSHANGWENJIANHUIBAO6GEYUECHIYOUQIHUNHEA
10148,012333,SYXSWJHB6GYCYQHHC,上银鑫尚稳健回报6个月持有期混合C,混合型,SHANGYINXINSHANGWENJIANHUIBAO6GEYUECHIYOUQIHUNHEC
10149,012336,GYWJHB60TCYQDZA,工银稳健回报60天持有期短债A,债券型,GONGYINWENJIANHUIBAO60TIANCHIYOUQIDUANZHAIA
10150,012337,GYWJHB60TCYQDZC,工银稳健回报60天持有期短债C,债券型,GONGYINWENJIANHUIBAO60TIANCHIYOUQIDUANZHAIC
10151,012344,JSLXYSHHA,嘉实领先优势混合A,混合型,JIASHILINGXIANYOUSHIHUNHEA
10152,012345,JSLXYSHHC,嘉实领先优势混合C,混合型,JIASHILINGXIANYOUSHIHUNHEC
10153,012348,THHSKJZSQDIIA,天弘恒生科技指数(QDII)A,QDII-指数,TIANHONGHENGSHENGKEJIZHISHUQDIIA
10154,012349,THHSKJZSQDIIC,天弘恒生科技指数(QDII)C,QDII-指数,TIANHONGHENGSHENGKEJIZHISHUQDIIC
10155,012352,YDTHDLZQA,英大通惠多利债券A,债券型,YINGDATONGHUIDUOLIZHAIQUANA
10156,012353,YDTHDLZQC,英大通惠多利债券C,债券型,YINGDATONGHUIDUOLIZHAIQUANC
10157,012356,PYASJJX90TGDDZA,浦银安盛季季鑫90天滚动短债A,债券型,PUYINANSHENGJIJIXIN90TIANGUNDONGDUANZHAIA
10158,012357,PYASJJX90TGDDZC,浦银安盛季季鑫90天滚动短债C,债券型,PUYINANSHENGJIJIXIN90TIANGUNDONGDUANZHAIC
10159,012358,HFJXYLXFHHA,汇丰晋信医疗先锋混合A,混合型,HUIFENGJINXINYILIAOXIANFENGHUNHEA
10160,012359,HFJXYLXFHHC,汇丰晋信医疗先锋混合C,混合型,HUIFENGJINXINYILIAOXIANFENGHUNHEC
10161,012362,GTZZQZZQGSETFLJA,国泰中证全指证券公司ETF联接A,联接基金,GUOTAIZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEA
10162,012363,GTZZQZZQGSETFLJC,国泰中证全指证券公司ETF联接C,联接基金,GUOTAIZHONGZHENGQUANZHIZHENGQUANGONGSIETFLIANJIEC
10163,012364,GFZZGFCYZSA,广发中证光伏产业指数A,股票指数,GUANGFAZHONGZHENGGUANGFUCHANYEZHISHUA
10164,012365,GFZZGFCYZSC,广发中证光伏产业指数C,股票指数,GUANGFAZHONGZHENGGUANGFUCHANYEZHISHUC
10165,012366,STMGARHBHHA,上投摩根安荣回报混合A,混合型,SHANGTOUMOGENANRONGHUIBAOHUNHEA
10166,012367,STMGARHBHHC,上投摩根安荣回报混合C,混合型,SHANGTOUMOGENANRONGHUIBAOHUNHEC
10167,012368,DMYXLGYCYQHHA,大摩优享六个月持有期混合A,混合型,DAMOYOUXIANGLIUGEYUECHIYOUQIHUNHEA
10168,012369,DMYXLGYCYQHHC,大摩优享六个月持有期混合C,混合型,DAMOYOUXIANGLIUGEYUECHIYOUQIHUNHEC
10169,012370,YHXLYNCYQHH,银华鑫利一年持有期混合,混合型,YINHUAXINLIYINIANCHIYOUQIHUNHE
10170,012371,DCHGSHLWZSA,东财沪港深互联网指数A,股票指数,DONGCAIHUGANGSHENHULIANWANGZHISHUA
10171,012372,DCHGSHLWZSC,东财沪港深互联网指数C,股票指数,DONGCAIHUGANGSHENHULIANWANGZHISHUC
10172,012379,CJGGHLW3GYCYHHQDIIA,创金港股互联网3个月持有混合(QDII)A,QDII,CHUANGJINGANGGUHULIANWANG3GEYUECHIYOUHUNHEQDIIA
10173,012380,CJGGHLW3GYCYHHQDIIC,创金港股互联网3个月持有混合(QDII)C,QDII,CHUANGJINGANGGUHULIANWANG3GEYUECHIYOUHUNHEQDIIC
10174,012381,YDTYCZZQE,英大通盈纯债债券E,债券型,YINGDATONGYINGCHUNZHAIZHAIQUANE
10175,012386,YHYNWJYLYNCYHHFOF,银河颐年稳健养老一年持有混合(FOF),混合-FOF,YINHEYINIANWENJIANYANGLAOYINIANCHIYOUHUNHEFOF
10176,012387,GJESGCXZZHHA,国金ESG持续增长混合A,混合型,GUOJINESGCHIXUZENGZHANGHUNHEA
10177,012388,GJESGCXZZHHC,国金ESG持续增长混合C,混合型,GUOJINESGCHIXUZENGZHANGHUNHEC
10178,012390,ZOCYQZHHA,中欧产业前瞻混合A,混合型,ZHONGOUCHANYEQIANZHANHUNHEA
10179,012391,ZOCYQZHHC,中欧产业前瞻混合C,混合型,ZHONGOUCHANYEQIANZHANHUNHEC
10180,012392,XYWA60TGDCYZQA,兴银稳安60天滚动持有债券A,债券型,XINGYINWENAN60TIANGUNDONGCHIYOUZHAIQUANA
10181,012393,XYWA60TGDCYZQC,兴银稳安60天滚动持有债券C,债券型,XINGYINWENAN60TIANGUNDONGCHIYOUZHAIQUANC
10182,012395,XY60TGDCYDZZQA,兴业60天滚动持有短债债券A,债券型,XINGYE60TIANGUNDONGCHIYOUDUANZHAIZHAIQUANA
10183,012396,XY60TGDCYDZZQC,兴业60天滚动持有短债债券C,债券型,XINGYE60TIANGUNDONGCHIYOUDUANZHAIZHAIQUANC
10184,012397,NFJY6GYCYZQA,南方佳元6个月持有债券A,债券型,NANFANGJIAYUAN6GEYUECHIYOUZHAIQUANA
10185,012398,NFJY6GYCYZQC,南方佳元6个月持有债券C,债券型,NANFANGJIAYUAN6GEYUECHIYOUZHAIQUANC
10186,012408,GFHCYNCYHHA,广发恒昌一年持有混合A,混合型,GUANGFAHENGCHANGYINIANCHIYOUHUNHEA
10187,012409,GFHCYNCYHHC,广发恒昌一年持有混合C,混合型,GUANGFAHENGCHANGYINIANCHIYOUHUNHEC
10188,012412,HQCLYXHH,汇泉策略优选混合,混合型,HUIQUANCELUEYOUXUANHUNHE
10189,012413,JXRYCZC,建信睿怡纯债C,债券型,JIANXINRUIYICHUNZHAIC
10190,012414,ZSZZBJZSLOFC,招商中证白酒指数(LOF)C,股票指数,ZHAOSHANGZHONGZHENGBAIJIUZHISHULOFC
10191,012415,DBSZG60ZZZQA,德邦上证G60综指增强A,股票指数,DEBANGSHANGZHENGG60ZONGZHIZENGQIANGA
10192,012416,DBSZG60ZZZQC,德邦上证G60综指增强C,股票指数,DEBANGSHANGZHENGG60ZONGZHIZENGQIANGC
10193,012417,ZSGZSWYYZSLOFC,招商国证生物医药指数(LOF)C,股票指数,ZHAOSHANGGUOZHENGSHENGWUYIYAOZHISHULOFC
10194,012418,PAHJ1NDKZFQS,平安合进1年定开债发起式,定开债券,PINGANHEJIN1NIANDINGKAIZHAIFAQISHI
10195,012420,GFJZLXHHC,广发价值领先混合C,混合型,GUANGFAJIAZHILINGXIANHUNHEC
10196,012423,SXZQCDZE,山西证券超短债E,债券型,SHANXIZHENGQUANCHAODUANZHAIE
10197,012426,NFJZZXHHA,南方价值臻选混合A,混合型,NANFANGJIAZHIZHENXUANHUNHEA
10198,012427,NFJZZXHHC,南方价值臻选混合C,混合型,NANFANGJIAZHIZHENXUANHUNHEC
10199,012428,HXHXZZHHA,华夏核心制造混合A,混合型,HUAXIAHEXINZHIZAOHUNHEA
10200,012429,HXHXZZHHC,华夏核心制造混合C,混合型,HUAXIAHEXINZHIZAOHUNHEC
10201,012430,NYRK6GYCYHH,农银瑞康6个月持有混合,混合型,NONGYINRUIKANG6GEYUECHIYOUHUNHE
10202,012433,HATHYNZQA,华安添和一年债券A,债券型,HUAANTIANHEYINIANZHAIQUANA
10203,012434,YHDYHBYNCYQHH,银华多元回报一年持有期混合,混合型,YINHUADUOYUANHUIBAOYINIANCHIYOUQIHUNHE
10204,012437,DBJZYXHHA,德邦价值优选混合A,混合型,DEBANGJIAZHIYOUXUANHUNHEA
10205,012438,DBJZYXHHC,德邦价值优选混合C,混合型,DEBANGJIAZHIYOUXUANHUNHEC
10206,012440,PAHX3GYDKZA,平安惠信3个月定开债A,定开债券,PINGANHUIXIN3GEYUEDINGKAIZHAIA
10207,012441,PAHX3GYDKZC,平安惠信3个月定开债C,定开债券,PINGANHUIXIN3GEYUEDINGKAIZHAIC
10208,012442,YYWJZZYNCYHHE,永赢稳健增长一年持有混合E,混合型,YONGYINGWENJIANZENGZHANGYINIANCHIYOUHUNHEE
10209,012445,HFXNYGPXFQS,华富新能源股票型发起式,股票型,HUAFUXINNENGYUANGUPIAOXINGFAQISHI
10210,012446,HATHYNZQC,华安添和一年债券C,债券型,HUAANTIANHEYINIANZHAIQUANC
10211,012447,HXHLWLTHHA,华夏互联网龙头混合A,混合型,HUAXIAHULIANWANGLONGTOUHUNHEA
10212,012448,HXHLWLTHHC,华夏互联网龙头混合C,混合型,HUAXIAHULIANWANGLONGTOUHUNHEC
10213,012449,GFRYLXHHC,广发睿毅领先混合C,混合型,GUANGFARUIYILINGXIANHUNHEC
10214,012451,GSABAHJRZZQ,国寿安保安恒金融债债券,债券型,GUOSHOUANBAOANHENGJINRONGZHAIZHAIQUAN
10215,012452,GTLY30TGDCYDZA,国泰利优30天滚动持有短债A,债券型,GUOTAILIYOU30TIANGUNDONGCHIYOUDUANZHAIA
10216,012453,GTLY30TGDCYDZC,国泰利优30天滚动持有短债C,债券型,GUOTAILIYOU30TIANGUNDONGCHIYOUDUANZHAIC
10217,012458,TKFAYLYNCYHHFOF,泰康福安养老一年持有混合(FOF),混合-FOF,TAIKANGFUANYANGLAOYINIANCHIYOUHUNHEFOF
10218,012461,DCLTJDZSA,东财龙头家电指数A,股票指数,DONGCAILONGTOUJIADIANZHISHUA
10219,012462,DCLTJDZSC,东财龙头家电指数C,股票指数,DONGCAILONGTOUJIADIANZHISHUC
10220,012463,BSCZYSHHA,博时成长优势混合A,混合型,BOSHICHENGZHANGYOUSHIHUNHEA
10221,012464,BSCZYSHHC,博时成长优势混合C,混合型,BOSHICHENGZHANGYOUSHIHUNHEC
10222,012465,SYHJLZQ,上银慧嘉利债券,债券型,SHANGYINHUIJIALIZHAIQUAN
10223,012470,PACFBHBC,平安财富宝货币C,货币型,PINGANCAIFUBAOHUOBIC
10224,012473,DCCZHBLGYCYHHA,大成成长回报六个月持有混合A,混合型,DACHENGCHENGZHANGHUIBAOLIUGEYUECHIYOUHUNHEA
10225,012474,DCCZHBLGYCYHHC,大成成长回报六个月持有混合C,混合型,DACHENGCHENGZHANGHUIBAOLIUGEYUECHIYOUHUNHEC
10226,012475,PAYZQYHHA,平安优质企业混合A,混合型,PINGANYOUZHIQIYEHUNHEA
10227,012476,PAYZQYHHC,平安优质企业混合C,混合型,PINGANYOUZHIQIYEHUNHEC
10228,012483,QHKYYZLT6GYCYHHA,前海开源优质龙头6个月持有混合A,混合型,QIANHAIKAIYUANYOUZHILONGTOU6GEYUECHIYOUHUNHEA
10229,012484,QHKYYZLT6GYCYHHC,前海开源优质龙头6个月持有混合C,混合型,QIANHAIKAIYUANYOUZHILONGTOU6GEYUECHIYOUHUNHEC
10230,012487,BSHXYNCYQHHA,博时恒玺一年持有期混合A,混合型,BOSHIHENGXIYINIANCHIYOUQIHUNHEA
10231,012488,BSHXYNCYQHHC,博时恒玺一年持有期混合C,混合型,BOSHIHENGXIYINIANCHIYOUQIHUNHEC
10232,012489,ZSZSCZD,招商招顺纯债D,债券型,ZHAOSHANGZHAOSHUNCHUNZHAID
10233,012490,ZSZYCZD,招商招怡纯债D,债券型,ZHAOSHANGZHAOYICHUNZHAID
10234,012491,HSHXYLHHA,华商核心引力混合A,混合型,HUASHANGHEXINYINLIHUNHEA
10235,012492,HSHXYLHHC,华商核心引力混合C,混合型,HUASHANGHEXINYINLIHUNHEC
10236,012493,CXNXJHHHA,长信内需均衡混合A,混合型,CHANGXINNEIXUJUNHENGHUNHEA
10237,012494,CXNXJHHHC,长信内需均衡混合C,混合型,CHANGXINNEIXUJUNHENGHUNHEC
10238,012498,HTFZZ500JBMZQZSA,汇添富中证500基本面增强指数A,股票指数,HUITIANFUZHONGZHENG500JIBENMIANZENGQIANGZHISHUA
10239,012499,HTFZZ500JBMZQZSC,汇添富中证500基本面增强指数C,股票指数,HUITIANFUZHONGZHENG500JIBENMIANZENGQIANGZHISHUC
10240,012500,BSHRHBHHA,博时汇荣回报混合A,混合型,BOSHIHUIRONGHUIBAOHUNHEA
10241,012501,BSHRHBHHC,博时汇荣回报混合C,混合型,BOSHIHUIRONGHUIBAOHUNHEC
10242,012503,GTZZHBCY50ETFLJA,国泰中证环保产业50ETF联接A,联接基金,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEA
10243,012504,GTZZHBCY50ETFLJC,国泰中证环保产业50ETF联接C,联接基金,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEC
10244,012506,DFPZXFYNCYQHHA,东方品质消费一年持有期混合A,混合型,DONGFANGPINZHIXIAOFEIYINIANCHIYOUQIHUNHEA
10245,012507,DFPZXFYNCYQHHC,东方品质消费一年持有期混合C,混合型,DONGFANGPINZHIXIAOFEIYINIANCHIYOUQIHUNHEC
10246,012510,GFYZQYYNCYQHHA,国富优质企业一年持有期混合A,混合型,GUOFUYOUZHIQIYEYINIANCHIYOUQIHUNHEA
10247,012511,GFYZQYYNCYQHHC,国富优质企业一年持有期混合C,混合型,GUOFUYOUZHIQIYEYINIANCHIYOUQIHUNHEC
10248,012512,JSYL2045WNCYQHHFOF,嘉实养老2045五年持有期混合(FOF),混合-FOF,JIASHIYANGLAO2045WUNIANCHIYOUQIHUNHEFOF
10249,012513,TKFZYLWNCYHHFOF,泰康福泽养老五年持有混合(FOF),混合-FOF,TAIKANGFUZEYANGLAOWUNIANCHIYOUHUNHEFOF
10250,012514,HTBXWJPZSGYCYHHFOF,华泰保兴稳健配置三个月持有混合(FOF),混合-FOF,HUATAIBAOXINGWENJIANPEIZHISANGEYUECHIYOUHUNHEFOF
10251,012516,GTZZXFJXSBCYZTETFLJA,国泰中证细分机械设备产业主题ETF联接A,联接基金,GUOTAIZHONGZHENGXIFENJIXIESHEBEICHANYEZHUTIETFLIANJIEA
10252,012517,GTZZXFJXSBCYZTETFLJC,国泰中证细分机械设备产业主题ETF联接C,联接基金,GUOTAIZHONGZHENGXIFENJIXIESHEBEICHANYEZHUTIETFLIANJIEC
10253,012518,JSCCYXYL2040SNCYHHFOF,景顺长城颐心养老2040三年持有混合(FOF),混合-FOF,JINGSHUNCHANGCHENGYIXINYANGLAO2040SANNIANCHIYOUHUNHEFOF
10254,012519,DCHXQSHHA,大成核心趋势混合A,混合型,DACHENGHEXINQUSHIHUNHEA
10255,012520,DCHXQSHHC,大成核心趋势混合C,混合型,DACHENGHEXINQUSHIHUNHEC
10256,012533,JSJZQDYNCYQHHA,嘉实价值驱动一年持有期混合A,混合型,JIASHIJIAZHIQUDONGYINIANCHIYOUQIHUNHEA
10257,012534,JSJZQDYNCYQHHC,嘉实价值驱动一年持有期混合C,混合型,JIASHIJIAZHIQUDONGYINIANCHIYOUQIHUNHEC
10258,012537,HBZZXFHGCYZTETFLJA,华宝中证细分化工产业主题ETF联接A,联接基金,HUABAOZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEA
10259,012538,HBZZXFHGCYZTETFLJC,华宝中证细分化工产业主题ETF联接C,联接基金,HUABAOZHONGZHENGXIFENHUAGONGCHANYEZHUTIETFLIANJIEC
10260,012541,JYCYSJHHA,金鹰产业升级混合A,混合型,JINYINGCHANYESHENGJIHUNHEA
10261,012542,JYCYSJHHC,金鹰产业升级混合C,混合型,JINYINGCHANYESHENGJIHUNHEC
10262,012545,FRFYHHA,富荣福银混合A,混合型,FURONGFUYINHUNHEA
10263,012546,FRFYHHC,富荣福银混合C,混合型,FURONGFUYINHUNHEC
10264,012547,NFYHETFLJE,南方银行ETF联接E,联接基金,NANFANGYINHANGETFLIANJIEE
10265,012548,HBZZXFSPYLCYZTETFLJA,华宝中证细分食品饮料产业主题ETF联接A,联接基金,HUABAOZHONGZHENGXIFENSHIPINYINLIAOCHANYEZHUTIETFLIANJIEA
10266,012549,HBZZXFSPYLCYZTETFLJC,华宝中证细分食品饮料产业主题ETF联接C,联接基金,HUABAOZHONGZHENGXIFENSHIPINYINLIAOCHANYEZHUTIETFLIANJIEC
10267,012550,HBZZDZ50ETFLJA,华宝中证电子50ETF联接A,联接基金,HUABAOZHONGZHENGDIANZI50ETFLIANJIEA
10268,012551,HBZZDZ50ETFLJC,华宝中证电子50ETF联接C,联接基金,HUABAOZHONGZHENGDIANZI50ETFLIANJIEC
10269,012552,THZZXPCYZSA,天弘中证芯片产业指数A,股票指数,TIANHONGZHONGZHENGXINPIANCHANYEZHISHUA
10270,012553,THZZXPCYZSC,天弘中证芯片产业指数C,股票指数,TIANHONGZHONGZHENGXINPIANCHANYEZHISHUC
10271,012566,CCJWZQC,长城久稳债券C,债券型,CHANGCHENGJIUWENZHAIQUANC
10272,012567,CCJWZQD,长城久稳债券D,债券型,CHANGCHENGJIUWENZHAIQUAND
10273,012568,THGDZZHHA,天弘高端制造混合A,混合型,TIANHONGGAODUANZHIZAOHUNHEA
10274,012569,THGDZZHHC,天弘高端制造混合C,混合型,TIANHONGGAODUANZHIZAOHUNHEC
10275,012574,HTFWL60TDZA,汇添富稳利60天短债A,债券型,HUITIANFUWENLI60TIANDUANZHAIA
10276,012575,HTFWL60TDZC,汇添富稳利60天短债C,债券型,HUITIANFUWENLI60TIANDUANZHAIC
10277,012580,CTZGHA30TGDZDZA,财通资管鸿安30天滚动中短债A,债券型,CAITONGZIGUANHONGAN30TIANGUNDONGZHONGDUANZHAIA
